Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean-Cup,Sweetness,Moisture,altitude-mean-meters
0.952,0.9252548131370328,0.8938869665513264,0.9142857142857143,0.9032634032634033,0.8948571428571429,1.0,1.0,1.0,0.0,0.0022387110005626753
0.9337142857142857,0.9252548131370328,0.9134948096885813,0.9234285714285715,0.9125874125874126,0.8857142857142857,1.0,1.0,1.0,0.6,0.008671508127238211
0.9142857142857143,0.9060022650056625,0.922722029988466,0.9337142857142857,0.9125874125874126,0.9142857142857143,1.0,1.0,1.0,0.0,0.009460305106671644
0.9142857142857143,0.9060022650056625,0.9134948096885813,0.9234285714285715,0.9125874125874126,0.9142857142857143,1.0,1.0,1.0,0.39999999999999997,0.0084085758007604
0.8948571428571429,0.9150622876557192,0.9134948096885813,0.9234285714285715,0.9324009324009324,0.9051428571428571,1.0,1.0,1.0,0.5,0.009986169759627267
0.8948571428571429,0.9060022650056625,0.922722029988466,0.9337142857142857,0.9125874125874126,0.9142857142857143,1.0,1.0,1.0,0.6,0.008008918664514128
0.9142857142857143,0.9060022650056625,0.9031141868512111,0.952,0.9125874125874126,0.8948571428571429,1.0,1.0,1.0,0.5,0.007447926252741069
0.952,0.9535673839184597,0.9031141868512111,0.952,0.9324009324009324,0.9428571428571428,0.933,0.933,1.0,0.6,0.008934440453716023
0.9051428571428571,0.9252548131370328,0.922722029988466,0.9051428571428571,0.9032634032634033,0.8948571428571429,1.0,1.0,1.0,0.5,0.007882711147804778
0.8948571428571429,0.9060022650056625,0.922722029988466,0.8857142857142857,0.923076923076923,0.9337142857142857,1.0,1.0,1.0,0.5499999999999999,0.007093914168371344
0.9142857142857143,0.8776896942242356,0.9031141868512111,0.8948571428571429,0.8939393939393939,0.9805714285714285,1.0,1.0,1.0,0.44999999999999996,0.008829267523124898
0.9051428571428571,0.8969422423556058,0.9031141868512111,0.9234285714285715,0.9125874125874126,0.9051428571428571,1.0,1.0,1.0,0.5,0.009986169759627267
0.8948571428571429,0.9060022650056625,0.9031141868512111,0.9051428571428571,0.9125874125874126,0.9234285714285715,1.0,1.0,1.0,0.6,0.009986169759627267
0.952,0.8969422423556058,0.8846597462514417,0.9051428571428571,0.8939393939393939,0.9051428571428571,1.0,1.0,1.0,0.6,0.0084085758007604
0.9142857142857143,0.8867497168742922,0.8846597462514417,0.952,0.9125874125874126,0.9142857142857143,1.0,1.0,1.0,0.5499999999999999,0.009098846778816068
0.8857142857142857,0.8867497168742922,0.9031141868512111,0.9337142857142857,0.923076923076923,0.8948571428571429,1.0,1.0,1.0,0.5,0.009986169759627267
0.9234285714285715,0.9060022650056625,0.9031141868512111,0.8765714285714286,0.9324009324009324,0.8948571428571429,1.0,1.0,1.0,0.6,0.010249102086105077
0.9142857142857143,0.9060022650056625,0.922722029988466,0.8765714285714286,0.9032634032634033,0.9142857142857143,1.0,1.0,1.0,0.5499999999999999,0.0065680495154157225
0.9234285714285715,0.8867497168742922,0.9031141868512111,0.9234285714285715,0.9125874125874126,0.8948571428571429,1.0,1.0,1.0,0.049999999999999996,0.007356846494849156
0.9142857142857143,0.9060022650056625,0.922722029988466,0.8948571428571429,0.9125874125874126,0.8857142857142857,1.0,1.0,1.0,0.5,0.008934440453716023
0.8948571428571429,0.8776896942242356,0.9031141868512111,0.8765714285714286,0.9125874125874126,0.9805714285714285,1.0,1.0,1.0,0.5499999999999999,0.009302545710784958
0.9051428571428571,0.9150622876557192,0.922722029988466,0.9051428571428571,0.9324009324009324,0.9234285714285715,1.0,1.0,0.933,0.0,0.006830981841893533
0.9142857142857143,0.8584371460928653,0.8742791234140715,0.8765714285714286,0.9417249417249417,0.9714285714285714,1.0,1.0,1.0,0.5,0.006830981841893533
0.8948571428571429,0.9150622876557192,0.8938869665513264,0.9234285714285715,0.923076923076923,0.8857142857142857,1.0,1.0,1.0,0.0,0.0084085758007604
0.9142857142857143,0.8969422423556058,0.9134948096885813,0.9234285714285715,0.9125874125874126,0.8857142857142857,1.0,1.0,1.0,0.0,0.006305117188937911
0.9337142857142857,0.8969422423556058,0.9031141868512111,0.9142857142857143,0.8834498834498834,0.8948571428571429,1.0,1.0,1.0,0.5499999999999999,0.00814564347428259
0.8662857142857143,0.9150622876557192,0.9134948096885813,0.8948571428571429,0.9324009324009324,0.9051428571428571,1.0,1.0,1.0,0.6,0.00814564347428259
0.8857142857142857,0.8867497168742922,0.8846597462514417,0.9142857142857143,0.9417249417249417,0.8948571428571429,1.0,1.0,1.0,0.5499999999999999,0.006962448005132439
0.9428571428571428,0.9060022650056625,0.8846597462514417,0.9051428571428571,0.9032634032634033,0.8765714285714286,1.0,1.0,1.0,0.0,0.007356846494849156
0.9337142857142857,0.8867497168742922,0.8742791234140715,0.9234285714285715,0.9324009324009324,0.8857142857142857,1.0,1.0,1.0,0.0,0.013456876469134375
0.9622857142857143,0.9060022650056625,0.8558246828143022,0.9142857142857143,0.923076923076923,0.9051428571428571,0.933,1.0,1.0,0.5,0.008934440453716023
0.8948571428571429,0.9060022650056625,0.8938869665513264,0.8857142857142857,0.9125874125874126,0.8948571428571429,1.0,1.0,1.0,0.5499999999999999,0.011227210340602535
0.9337142857142857,0.8969422423556058,0.8938869665513264,0.8857142857142857,0.8939393939393939,0.8857142857142857,1.0,1.0,1.0,0.5499999999999999,0.009460305106671644
0.8948571428571429,0.9060022650056625,0.8742791234140715,0.9051428571428571,0.923076923076923,0.8948571428571429,1.0,1.0,1.0,0.6,0.009986169759627267
0.8948571428571429,0.9060022650056625,0.9031141868512111,0.8857142857142857,0.8939393939393939,0.8948571428571429,1.0,1.0,1.0,0.44999999999999996,0.006830981841893533
0.9337142857142857,0.8867497168742922,0.9134948096885813,0.8857142857142857,0.8939393939393939,0.8948571428571429,1.0,1.0,1.0,0.5499999999999999,0.0
0.8857142857142857,0.8867497168742922,0.8938869665513264,0.9234285714285715,0.9324009324009324,0.8857142857142857,1.0,1.0,1.0,0.0,0.008303402870169277
0.9142857142857143,0.9060022650056625,0.9031141868512111,0.8948571428571429,0.8939393939393939,0.8765714285714286,1.0,1.0,1.0,0.6,0.005779252535982289
0.9051428571428571,0.9252548131370328,0.8938869665513264,0.9234285714285715,0.8648018648018648,0.8948571428571429,1.0,1.0,1.0,0.0,0.007356846494849156
0.8948571428571429,0.9150622876557192,0.8846597462514417,0.9142857142857143,0.9032634032634033,0.8765714285714286,1.0,1.0,1.0,0.19999999999999998,0.006967075614078449
0.9051428571428571,0.8867497168742922,0.8938869665513264,0.8948571428571429,0.9032634032634033,0.9142857142857143,1.0,1.0,1.0,0.6,0.009328838943432739
0.8765714285714286,0.8867497168742922,0.922722029988466,0.8662857142857143,0.9324009324009324,0.9051428571428571,1.0,1.0,1.0,0.5499999999999999,0.004201658577115422
0.9142857142857143,0.8867497168742922,0.9031141868512111,0.9051428571428571,0.9032634032634033,0.8857142857142857,1.0,1.0,1.0,0.6,0.008513748731351524
0.8857142857142857,0.8969422423556058,0.9031141868512111,0.8857142857142857,0.9032634032634033,0.9142857142857143,1.0,1.0,1.0,0.5499999999999999,0.009328838943432739
0.8857142857142857,0.9060022650056625,0.8938869665513264,0.8948571428571429,0.8741258741258742,0.9051428571428571,1.0,1.0,1.0,0.5499999999999999,0.006305117188937911
0.9142857142857143,0.8969422423556058,0.8938869665513264,0.8857142857142857,0.9324009324009324,0.8857142857142857,1.0,1.0,1.0,0.5499999999999999,0.006305117188937911
0.9142857142857143,0.9060022650056625,0.8938869665513264,0.9142857142857143,0.8741258741258742,0.8857142857142857,1.0,1.0,1.0,0.6,0.0052533878830266665
0.9051428571428571,0.8584371460928653,0.9031141868512111,0.8948571428571429,0.9125874125874126,0.8948571428571429,1.0,1.0,1.0,0.0,0.0018352676388151217
0.8857142857142857,0.8969422423556058,0.8846597462514417,0.8765714285714286,0.9615384615384616,0.8857142857142857,1.0,1.0,1.0,0.6,0.008671508127238211
0.8857142857142857,0.8969422423556058,0.9031141868512111,0.9051428571428571,0.9032634032634033,0.8765714285714286,1.0,1.0,1.0,0.5,0.009197372780193834
0.848,0.8969422423556058,0.9134948096885813,0.9142857142857143,0.9125874125874126,0.8948571428571429,1.0,1.0,1.0,0.5,0.009197372780193834
0.9051428571428571,0.8867497168742922,0.8742791234140715,0.9051428571428571,0.9032634032634033,0.8948571428571429,1.0,1.0,1.0,0.65,0.009460305106671644
0.8948571428571429,0.8776896942242356,0.922722029988466,0.8765714285714286,0.8939393939393939,0.8765714285714286,1.0,1.0,1.0,0.5499999999999999,0.007619778821326967
0.8857142857142857,0.9060022650056625,0.922722029988466,0.952,0.8939393939393939,0.9051428571428571,1.0,1.0,0.933,0.7499999999999999,0.006305117188937911
0.8948571428571429,0.8584371460928653,0.8742791234140715,0.8948571428571429,0.9032634032634033,0.8765714285714286,1.0,1.0,1.0,0.8999999999999999,0.00485898939330995
0.8948571428571429,0.8867497168742922,0.8650519031141869,0.9142857142857143,0.9125874125874126,0.8765714285714286,1.0,1.0,1.0,0.0,0.007093914168371344
0.9051428571428571,0.8867497168742922,0.8938869665513264,0.8857142857142857,0.9032634032634033,0.8857142857142857,1.0,1.0,1.0,0.6,0.006305117188937911
0.8857142857142857,0.8776896942242356,0.8938869665513264,0.848,0.9417249417249417,0.8948571428571429,1.0,1.0,1.0,0.6,0.0008887112634950017
0.9234285714285715,0.8776896942242356,0.8846597462514417,0.8948571428571429,0.8741258741258742,0.9051428571428571,1.0,1.0,1.0,0.5,0.0060421848624601
0.8857142857142857,0.8867497168742922,0.8742791234140715,0.9142857142857143,0.923076923076923,0.8857142857142857,1.0,1.0,1.0,0.5,0.0084085758007604
0.9337142857142857,0.9060022650056625,0.9031141868512111,0.8194285714285714,0.9125874125874126,0.8857142857142857,1.0,1.0,1.0,0.6,0.009197372780193834
0.9234285714285715,0.8867497168742922,0.8938869665513264,0.8948571428571429,0.8834498834498834,0.8765714285714286,1.0,1.0,1.0,0.5,0.009986169759627267
0.8765714285714286,0.8584371460928653,0.8938869665513264,0.8857142857142857,0.8939393939393939,0.9805714285714285,1.0,1.0,1.0,0.39999999999999997,0.009197372780193834
0.9142857142857143,0.8584371460928653,0.9031141868512111,0.8857142857142857,0.9032634032634033,0.8857142857142857,1.0,1.0,1.0,0.5499999999999999,0.006305117188937911
0.9142857142857143,0.8969422423556058,0.8938869665513264,0.8857142857142857,0.9032634032634033,0.8857142857142857,1.0,1.0,1.0,0.5499999999999999,0.0052533878830266665
0.8857142857142857,0.8867497168742922,0.8938869665513264,0.8948571428571429,0.9032634032634033,0.8948571428571429,1.0,1.0,1.0,0.0,0.00814564347428259
0.8857142857142857,0.8969422423556058,0.9031141868512111,0.9142857142857143,0.8834498834498834,0.8857142857142857,1.0,1.0,1.0,0.5499999999999999,0.01051203441258289
0.9142857142857143,0.8867497168742922,0.8846597462514417,0.8948571428571429,0.8939393939393939,0.9142857142857143,1.0,1.0,1.0,0.5499999999999999,0.006886933840968012
0.8765714285714286,0.8867497168742922,0.8846597462514417,0.9142857142857143,0.8939393939393939,0.8948571428571429,1.0,1.0,1.0,0.6,0.008008918664514128
0.8948571428571429,0.8584371460928653,0.8846597462514417,0.9051428571428571,0.923076923076923,0.8948571428571429,1.0,1.0,1.0,0.65,0.006305117188937911
0.9051428571428571,0.8867497168742922,0.8938869665513264,0.9051428571428571,0.8939393939393939,0.8857142857142857,1.0,1.0,1.0,0.5499999999999999,0.009328838943432739
0.848,0.8776896942242356,0.8938869665513264,0.9142857142857143,0.9324009324009324,0.9051428571428571,1.0,1.0,1.0,1.0,0.009197372780193834
0.9051428571428571,0.8776896942242356,0.9031141868512111,0.8857142857142857,0.8834498834498834,0.9051428571428571,1.0,1.0,1.0,0.5499999999999999,0.009218407366312058
0.8948571428571429,0.8686296715741789,0.8742791234140715,0.9051428571428571,0.8939393939393939,0.8948571428571429,1.0,1.0,1.0,0.0,0.007882711147804778
0.8948571428571429,0.8867497168742922,0.9031141868512111,0.8857142857142857,0.8834498834498834,0.8948571428571429,1.0,1.0,1.0,0.5,0.009460305106671644
0.8857142857142857,0.8867497168742922,0.8846597462514417,0.9051428571428571,0.9032634032634033,0.8948571428571429,1.0,1.0,1.0,0.5499999999999999,0.008008918664514128
0.9142857142857143,0.8969422423556058,0.8846597462514417,0.8662857142857143,0.8834498834498834,0.8765714285714286,1.0,1.0,1.0,0.44999999999999996,0.006406083202305391
0.8765714285714286,0.8686296715741789,0.8742791234140715,0.8857142857142857,0.8834498834498834,0.9714285714285714,1.0,1.0,1.0,0.0,0.00814564347428259
0.8857142857142857,0.8776896942242356,0.9031141868512111,0.8857142857142857,0.8834498834498834,0.9142857142857143,1.0,1.0,1.0,0.0,0.009197372780193834
0.8765714285714286,0.8867497168742922,0.9031141868512111,0.9142857142857143,0.8834498834498834,0.9051428571428571,1.0,1.0,1.0,0.0,0.009197372780193834
0.8857142857142857,0.8867497168742922,0.8938869665513264,0.9142857142857143,0.9125874125874126,0.8765714285714286,1.0,1.0,1.0,0.6,0.008277109637521495
0.848,0.8686296715741789,0.8938869665513264,0.8857142857142857,0.9417249417249417,0.8948571428571429,1.0,1.0,1.0,0.5499999999999999,0.009460305106671644
0.9142857142857143,0.9060022650056625,0.8938869665513264,0.8857142857142857,0.8834498834498834,0.8857142857142857,1.0,1.0,1.0,0.6,0.006830981841893533
0.9714285714285714,0.9060022650056625,0.8650519031141869,0.8857142857142857,0.8741258741258742,0.8948571428571429,1.0,1.0,1.0,0.5499999999999999,0.005779252535982289
0.9051428571428571,0.8686296715741789,0.9134948096885813,0.8857142857142857,0.8939393939393939,0.8662857142857143,1.0,1.0,1.0,0.5,0.006305117188937911
0.9051428571428571,0.8776896942242356,0.8846597462514417,0.8857142857142857,0.9125874125874126,0.8857142857142857,1.0,1.0,1.0,0.5499999999999999,0.009197372780193834
0.8857142857142857,0.8969422423556058,0.8846597462514417,0.8948571428571429,0.9032634032634033,0.8765714285714286,1.0,1.0,1.0,0.5,0.008829267523124898
0.9051428571428571,0.8867497168742922,0.9031141868512111,0.8948571428571429,0.8834498834498834,0.8662857142857143,1.0,1.0,1.0,0.5499999999999999,0.008934440453716023
0.9234285714285715,0.8686296715741789,0.9031141868512111,0.8948571428571429,0.8939393939393939,0.8765714285714286,1.0,1.0,1.0,0.6,0.009460305106671644
0.8765714285714286,0.9060022650056625,0.8938869665513264,0.8948571428571429,0.9032634032634033,0.8662857142857143,1.0,1.0,1.0,0.0,0.005779252535982289
0.9337142857142857,0.8867497168742922,0.8846597462514417,0.8948571428571429,0.8939393939393939,0.8948571428571429,1.0,1.0,1.0,0.5499999999999999,0.006886933840968012
0.9051428571428571,0.8867497168742922,0.8846597462514417,0.9142857142857143,0.8939393939393939,0.8857142857142857,1.0,1.0,1.0,0.5499999999999999,0.01051203441258289
0.9142857142857143,0.8969422423556058,0.8558246828143022,0.9234285714285715,0.8741258741258742,0.8765714285714286,1.0,1.0,1.0,0.6,0.007093914168371344
0.9051428571428571,0.8867497168742922,0.8938869665513264,0.8857142857142857,0.9032634032634033,0.8948571428571429,1.0,1.0,1.0,0.5499999999999999,0.007882711147804778
0.8662857142857143,0.8867497168742922,0.9031141868512111,0.9142857142857143,0.8939393939393939,0.8662857142857143,1.0,1.0,1.0,0.5,0.006830981841893533
0.8765714285714286,0.8686296715741789,0.9031141868512111,0.8662857142857143,0.9125874125874126,0.8948571428571429,1.0,1.0,1.0,0.0,0.007356846494849156
0.9051428571428571,0.8776896942242356,0.8846597462514417,0.9051428571428571,0.8939393939393939,0.8857142857142857,1.0,1.0,1.0,0.0,0.009328838943432739
0.8948571428571429,0.8867497168742922,0.8938869665513264,0.9142857142857143,0.8741258741258742,0.8857142857142857,1.0,1.0,1.0,0.5499999999999999,0.006305117188937911
0.8857142857142857,0.8969422423556058,0.8938869665513264,0.8765714285714286,0.9125874125874126,0.8765714285714286,1.0,1.0,1.0,0.6,0.004727523230071045
0.8377142857142857,0.8584371460928653,0.9031141868512111,0.8857142857142857,0.9032634032634033,0.9051428571428571,1.0,1.0,1.0,0.5499999999999999,0.009460305106671644
0.9051428571428571,0.9060022650056625,0.8938869665513264,0.8765714285714286,0.8939393939393939,0.8857142857142857,1.0,1.0,1.0,0.5,0.007882711147804778
0.8662857142857143,0.8969422423556058,0.8742791234140715,0.8857142857142857,0.923076923076923,0.8857142857142857,1.0,1.0,1.0,0.5499999999999999,0.007882711147804778
0.8857142857142857,0.8686296715741789,0.922722029988466,0.8765714285714286,0.9417249417249417,0.8948571428571429,1.0,1.0,1.0,0.5499999999999999,0.0023190631195342945
0.8857142857142857,0.8584371460928653,0.845444059976932,0.8948571428571429,0.8834498834498834,0.9234285714285715,1.0,1.0,1.0,0.0,0.009460305106671644
0.9142857142857143,0.8776896942242356,0.8938869665513264,0.8948571428571429,0.8741258741258742,0.8765714285714286,1.0,1.0,1.0,0.6,0.008934440453716023
0.9337142857142857,0.9060022650056625,0.8650519031141869,0.8857142857142857,0.8741258741258742,0.8765714285714286,1.0,1.0,1.0,0.0,0.006699515678654628
0.9142857142857143,0.9060022650056625,0.8650519031141869,0.8571428571428571,0.8939393939393939,0.8857142857142857,1.0,1.0,1.0,0.09999999999999999,0.005516320209504478
0.8857142857142857,0.8776896942242356,0.9134948096885813,0.8857142857142857,0.8741258741258742,0.9051428571428571,1.0,1.0,1.0,0.0,0.007848635118293253
0.8571428571428571,0.8686296715741789,0.8938869665513264,0.8765714285714286,0.923076923076923,0.9051428571428571,1.0,1.0,1.0,0.19999999999999998,0.007287642706520195
0.9051428571428571,0.8776896942242356,0.8938869665513264,0.8765714285714286,0.8939393939393939,0.8948571428571429,1.0,1.0,1.0,0.6,0.0052533878830266665
0.8948571428571429,0.8776896942242356,0.8938869665513264,0.848,0.9125874125874126,0.8765714285714286,1.0,1.0,1.0,0.6,0.006305117188937911
0.8948571428571429,0.8584371460928653,0.8938869665513264,0.8662857142857143,0.8939393939393939,0.9142857142857143,1.0,1.0,1.0,0.5499999999999999,0.013456876469134375
0.8857142857142857,0.8776896942242356,0.8742791234140715,0.9051428571428571,0.9032634032634033,0.8857142857142857,1.0,1.0,1.0,0.5499999999999999,0.007882711147804778
0.8857142857142857,0.8969422423556058,0.8650519031141869,0.9234285714285715,0.8834498834498834,0.8765714285714286,1.0,1.0,1.0,0.5,0.005776168865657357
0.8948571428571429,0.8867497168742922,0.8742791234140715,0.8857142857142857,0.9032634032634033,0.8857142857142857,1.0,1.0,1.0,0.5,0.007356846494849156
0.8765714285714286,0.8686296715741789,0.8938869665513264,0.8857142857142857,0.8939393939393939,0.9051428571428571,1.0,1.0,1.0,0.5499999999999999,0.009328838943432739
0.8948571428571429,0.8686296715741789,0.8938869665513264,0.8662857142857143,0.923076923076923,0.8857142857142857,1.0,1.0,1.0,0.6,0.009328838943432739
0.8948571428571429,0.8776896942242356,0.9031141868512111,0.8662857142857143,0.8939393939393939,0.8857142857142857,1.0,1.0,1.0,0.6,0.009460305106671644
0.848,0.8686296715741789,0.9031141868512111,0.8857142857142857,0.923076923076923,0.8948571428571429,1.0,1.0,1.0,0.6,0.0023190631195342945
0.8948571428571429,0.8686296715741789,0.8938869665513264,0.8948571428571429,0.8939393939393939,0.8765714285714286,1.0,1.0,1.0,0.6,0.008513748731351524
0.8948571428571429,0.8776896942242356,0.8938869665513264,0.8857142857142857,0.8939393939393939,0.8857142857142857,1.0,1.0,1.0,0.6,0.0084085758007604
0.8948571428571429,0.8867497168742922,0.8650519031141869,0.9051428571428571,0.8834498834498834,0.8857142857142857,1.0,1.0,1.0,0.5,0.006406083202305391
0.8662857142857143,0.8493771234428086,0.8938869665513264,0.8948571428571429,0.923076923076923,0.8948571428571429,1.0,1.0,1.0,0.5499999999999999,0.008934440453716023
0.8948571428571429,0.8969422423556058,0.8846597462514417,0.8948571428571429,0.8741258741258742,0.8857142857142857,1.0,1.0,1.0,0.6,0.007619778821326967
0.8948571428571429,0.8867497168742922,0.8938869665513264,0.8765714285714286,0.9125874125874126,0.8662857142857143,1.0,1.0,1.0,0.6,0.0061473577930512245
0.8948571428571429,0.8969422423556058,0.8846597462514417,0.8857142857142857,0.8741258741258742,0.8857142857142857,1.0,1.0,1.0,0.5,0.007356846494849156
0.9337142857142857,0.8776896942242356,0.8742791234140715,0.8765714285714286,0.9125874125874126,0.8662857142857143,1.0,1.0,1.0,0.65,0.008934440453716023
0.8857142857142857,0.8867497168742922,0.8742791234140715,0.8948571428571429,0.8939393939393939,0.8857142857142857,1.0,1.0,1.0,0.65,0.008934440453716023
0.9051428571428571,0.8776896942242356,0.8846597462514417,0.8765714285714286,0.8741258741258742,0.8765714285714286,1.0,1.0,1.0,0.44999999999999996,0.008934440453716023
0.8857142857142857,0.8776896942242356,0.8742791234140715,0.9142857142857143,0.8939393939393939,0.8948571428571429,1.0,1.0,1.0,0.5499999999999999,0.005867530487003255
0.8857142857142857,0.8969422423556058,0.8742791234140715,0.9051428571428571,0.8939393939393939,0.8765714285714286,1.0,1.0,1.0,0.5,0.008224523172225932
0.8662857142857143,0.8867497168742922,0.8742791234140715,0.8948571428571429,0.9125874125874126,0.8765714285714286,1.0,1.0,1.0,0.5,0.017243101970414853
0.9142857142857143,0.8493771234428086,0.8650519031141869,0.8765714285714286,0.9324009324009324,0.8948571428571429,1.0,1.0,1.0,0.0,0.009328838943432739
